SP80053ControlDetailIndex,SP80053ID,SP80053ControlFamilyControlDetailID,SP80053ControlDetailID,SP80053ControlDetailEnhancement,SP80053ControlDetailEnhancementID,SP80053ControlDetailEnhancementTitle,SP80053ControlDetailDescription,SP80053ControlDetailAssignment,SP80053ControlDetailTier,SP80053ControlDetailDesignation,SP80053ControlDetailSupplementalGuidance,SP80053ControlDetailReference,SP80053ControlDetailPriority,SP80053ControlDetailAssurance,SP80053ControlDetailBaseline,SP80053ControlDetailBaselineMod,SP80053ControlDetailBaselineHigh,SP80053ControlIndex
827,SP 800-53 PE-3a.2.,PE-3a.2.,3a.2.,0,,,The organization enforces physical access authorizations at [Assignment: organization-defined entry/exit points to the facility where the information system resides] by controlling ingress/egress to the facility using [Selection (one or more): [Assignment: organization-defined physical access control systems/devices]; guards];,Assignment: organization-defined entry/exit points to the facility where the information system resides,Organization,,,,P1,0,1,1,1,112
826,SP 800-53 PE-3a.1.,PE-3a.1.,3a.1.,0,,,The organization enforces physical access authorizations at [Assignment: organization-defined entry/exit points to the facility where the information system resides] by verifying individual access authorizations before granting access to the facility.,Assignment: organization-defined entry/exit points to the facility where the information system resides,Organization,,,,P1,0,1,1,1,112
1200,SP 800-53 SC-15a.,SC-15a.,15a.,0,,,The information system prohibits remote activation of collaborative computing devices with the following exceptions: [Assignment: organization-defined exceptions where remote activation is to be allowed].,Assignment: organization-defined exceptions where remote activation is to be allowed,Information System,,,,P1,0,1,1,1,196
1288,SP 800-53 SC-42a.,SC-42a.,42a.,0,,,The information system prohibits the remote activation of environmental sensing capabilities with the following exceptions: [Assignment: organization-defined exceptions where remote activation of sensors is allowed].,Assignment: organization-defined exceptions where remote activation of sensors is allowed,Information System,,,,P0,0,0,0,0,222
1427,SP 800-53 SI-5a.,SI-5a.,5a.,0,,,"The organization receives information system security alerts, advisories, and directives from [Assignment: organization-defined external organizations] on an ongoing basis;",Assignment: organization-defined external organizations,Organization,,,,P1,1,1,1,1,229
1359,SP 800-53 SI-17,SI-17,17,0,,,The information system implements [Assignment: organization-defined fail-safe procedures] when [Assignment: organization-defined failure conditions occur].,Assignment: organization-defined fail-safe procedures,Information System,,,,P0,1,0,0,0,240
329,SP 800-53 CA-7b.,CA-7b.,7b.,0,,,The organization develops a continuous monitoring strategy and implements a continuous monitoring program that includes establishment of [Assignment: organization-defined frequencies] for monitoring and [Assignment: organization-defined frequencies] for assessments supporting such monitoring;,Assignment: organization-defined frequencies,Organization,,,,P2,1,1,1,1,49
305,SP 800-53 CA-2b.,CA-2b.,2b.,0,,,"The organization assesses the security controls in the information system and its environment of operation [Assignment: organization-defined frequency] to determine the extent to which the controls are implemented correctly, operating as intended, and producing the desired outcome with respect to meeting established security requirements",Assignment: organization-defined frequency,Organization,,,,P2,1,1,1,1,45
833,SP 800-53 PE-3g.,PE-3g.,3g.,0,,,"The organization changes combinations and keys [Assignment: organization-defined frequency] and/or when keys are lost, combinations are compromised, or individuals are transferred or terminated.",Assignment: organization-defined frequency,Organization,,,,P1,0,1,1,1,112
335,SP 800-53 CA-8,CA-8,8,0,,,The organization conducts penetration testing [Assignment: organization-defined frequency] on [Assignment: organization-defined information systems or system components].,Assignment: organization-defined frequency,Organization,,,,P2,1,0,0,1,50
1388,SP 800-53 SI-3c.1.,SI-3c.1.,3c.1.,0,,,"The organization configures malicious code protection mechanisms to perform periodic scans of the information system [Assignment: organization-defined frequency] and real-time scans of files from external sources at [Selection (one or more); endpoint; network entry/exit points] as the files are downloaded, opened, or executed in accordance with organizational security policy.",Assignment: organization-defined frequency,Organization,,,,P1,0,1,1,1,227
980,SP 800-53 PS-6c.2.,PS-6c.2.,6c.2.,0,,,The organization ensures that individuals requiring access to organizational information and information systems re-sign access agreements to maintain access to organizational information systems when access agreements have been updated or [Assignment: organization-defined frequency].,Assignment: organization-defined frequency,Organization,,,,P3,1,1,1,1,156
353,SP 800-53 CM-11c.,CM-11c.,11c.,0,,,The organization monitors policy compliance at [Assignment: organization-defined frequency].,Assignment: organization-defined frequency,Organization,,,,P1,0,1,1,1,62
792,SP 800-53 PE-14b.,PE-14b.,14b.,0,,,The organization monitors temperature and humidity levels [Assignment: organization-defined frequency].,Assignment: organization-defined frequency,Organization,,,,P1,0,1,1,1,122
200,SP 800-53 AT-2c.,AT-2c.,2c.,0,,,"The organization provides basic security awareness training to information system users (including managers, senior executives, and contractors) [Assignment: organization-defined frequency] thereafter.",Assignment: organization-defined frequency,Organization,,,,P1,1,1,1,1,25
479,SP 800-53 CP-3c.,CP-3c.,3c.,0,,,The organization provides contingency training to information system users consistent with assigned roles and responsibilities [Assignment: organization-defined frequency] thereafter.,Assignment: organization-defined frequency,Organization,,,,P2,1,1,1,1,65
620,SP 800-53 IR-2c.,IR-2c.,2c.,0,,,The organization provides incident response training to information system users consistent with assigned roles and responsibilities [Assignment: organization-defined frequency] thereafter.,Assignment: organization-defined frequency,Organization,,,,P2,1,1,1,1,87
208,SP 800-53 AT-3c.,AT-3c.,3c.,0,,,The organization provides role-based security training to personnel with assigned security roles and responsibilities [Assignment: organization-defined frequency] thereafter.,Assignment: organization-defined frequency,Organization,,,,P1,1,1,1,1,26
112,SP 800-53 AC-2j.,AC-2j.,2j.,0,,,The organization reviews accounts for compliance with account management requirements [Assignment: organization-defined frequency],Assignment: organization-defined frequency,Organization,,,,P1,0,1,1,1,2
273,SP 800-53 AU-6a.,AU-6a.,6a.,0,,,The organization reviews and analyzes information system audit records [Assignment: organization-defined frequency] for indications of [Assignment: organization-defined inappropriate or unusual activity].,Assignment: organization-defined frequency,Organization,,,,P1,1,1,1,1,33
316,SP 800-53 CA-3c.,CA-3c.,3c.,0,,,The organization reviews and updates Interconnection Security Agreements [Assignment: organization-defined frequency].,Assignment: organization-defined frequency,Organization,,,,P1,1,1,1,1,46
948,SP 800-53 PS-2c.,PS-2c.,2c.,0,,,The organization reviews and updates position risk designations [Assignment: organization-defined frequency].,Assignment: organization-defined frequency,Organization,,,,P1,0,1,1,1,152
978,SP 800-53 PS-6b.,PS-6b.,6b.,0,,,The organization reviews and updates the access agreements [Assignment: organization-defined frequency].,Assignment: organization-defined frequency,Organization,,,,P3,1,1,1,1,156
885,SP 800-53 PL-7b.,PL-7b.,7b.,0,,,The organization reviews and updates the CONOPS [Assignment: organization-defined frequency].,Assignment: organization-defined frequency,Organization,,,,P0,0,0,0,0,132
4,SP 800-53 AC-1.b.1,AC-1.b.1,1.b.1,0,,,The organization reviews and updates the current access control policy [Assignment: organization-defined frequency],Assignment: organization-defined frequency,Organization,,,,P1,1,1,1,1,1
5,SP 800-53 AC-1.b.2,AC-1.b.2,1.b.2,0,,,The organization reviews and updates the current access control procedures [Assignment: organization-defined frequency].,Assignment: organization-defined frequency,Organization,,,,P1,1,1,1,1,1
243,SP 800-53 AU-1b.1.,AU-1b.1.,1b.1.,0,,,The organization reviews and updates the current audit and accountability policy [Assignment: organization-defined frequency].,Assignment: organization-defined frequency,Organization,,,,P1,1,1,1,1,28
244,SP 800-53 AU-1b.2.,AU-1b.2.,1b.2.,0,,,The organization reviews and updates the current audit and accountability procedures [Assignment: organization-defined frequency].,Assignment: organization-defined frequency,Organization,,,,P1,1,1,1,1,28
356,SP 800-53 CM-1b.1.,CM-1b.1.,1b.1.,0,,,The organization reviews and updates the current configuration management policy [Assignment: organization-defined frequency].,Assignment: organization-defined frequency,Organization,,,,P1,1,1,1,1,52
357,SP 800-53 CM-1b.2.,CM-1b.2.,1b.2.,0,,,The organization reviews and updates the current configuration management procedures [Assignment: organization-defined frequency].,Assignment: organization-defined frequency,Organization,,,,P1,1,1,1,1,52
451,SP 800-53 CP-1b.1.,CP-1b.1.,1b.1.,0,,,The organization reviews and updates the current contingency planning policy [Assignment: organization-defined frequency].,Assignment: organization-defined frequency,Organization,,,,P1,1,1,1,1,63
452,SP 800-53 CP-1b.2.,CP-1b.2.,1b.2.,0,,,The organization reviews and updates the current contingency planning procedures [Assignment: organization-defined frequency].,Assignment: organization-defined frequency,Organization,,,,P1,1,1,1,1,63
530,SP 800-53 IA-1b.1.,IA-1b.1.,1b.1.,0,,,The organization reviews and updates the current identification and authentication policy [Assignment: organization-defined frequency].,Assignment: organization-defined frequency,Organization,,,,P1,1,1,1,1,75
531,SP 800-53 IA-1b.2.,IA-1b.2.,1b.2.,0,,,The organization reviews and updates the current identification and authentication procedures [Assignment: organization-defined frequency].,Assignment: organization-defined frequency,Organization,,,,P1,1,1,1,1,75
613,SP 800-53 IR-1b.1.,IR-1b.1.,1b.1.,0,,,The organization reviews and updates the current incident response policy [Assignment: organization-defined frequency].,Assignment: organization-defined frequency,Organization,,,,P1,1,1,1,1,86
614,SP 800-53 IR-1b.2.,IR-1b.2.,1b.2.,0,,,The organization reviews and updates the current incident response procedures [Assignment: organization-defined frequency].,Assignment: organization-defined frequency,Organization,,,,P1,1,1,1,1,86
734,SP 800-53 MP-1b.1.,MP-1b.1.,1b.1.,0,,,The organization reviews and updates the current media protection policy [Assignment: organization-defined frequency].,Assignment: organization-defined frequency,Organization,,,,P1,1,1,1,1,102
